train_method,model,metrics,tag,step,value,run
MLC,klue_bert-base_15,test_F1_score_비주얼,test/F1_score,7,0.25,MLC/klue_bert-base_15/test_F1_score_비주얼
MLC,klue_bert-base_15,test_F1_score_비주얼,test/F1_score,8,0.6000000238418579,MLC/klue_bert-base_15/test_F1_score_비주얼
MLC,klue_bert-base_15,test_F1_score_비주얼,test/F1_score,9,0.6666666865348816,MLC/klue_bert-base_15/test_F1_score_비주얼
MLC,klue_bert-base_15,test_F1_score_비주얼,test/F1_score,10,0.5,MLC/klue_bert-base_15/test_F1_score_비주얼
MLC,klue_bert-base_15,test_F1_score_비주얼,test/F1_score,11,0.6666666865348816,MLC/klue_bert-base_15/test_F1_score_비주얼
MLC,klue_bert-base_15,test_F1_score_비주얼,test/F1_score,12,0.6666666865348816,MLC/klue_bert-base_15/test_F1_score_비주얼
MLC,klue_bert-base_15,test_F1_score_비주얼,test/F1_score,13,0.6666666865348816,MLC/klue_bert-base_15/test_F1_score_비주얼
MLC,klue_bert-base_15,test_F1_score_아늑,test/F1_score,0,0.0,MLC/klue_bert-base_15/test_F1_score_아늑
MLC,klue_bert-base_15,test_F1_score_아늑,test/F1_score,1,0.0,MLC/klue_bert-base_15/test_F1_score_아늑
MLC,klue_bert-base_15,test_F1_score_아늑,test/F1_score,2,0.0,MLC/klue_bert-base_15/test_F1_score_아늑
MLC,klue_bert-base_15,test_F1_score_아늑,test/F1_score,3,0.05263157933950424,MLC/klue_bert-base_15/test_F1_score_아늑
MLC,klue_bert-base_15,test_F1_score_아늑,test/F1_score,4,0.19512194395065308,MLC/klue_bert-base_15/test_F1_score_아늑
MLC,klue_bert-base_15,test_F1_score_아늑,test/F1_score,5,0.3913043439388275,MLC/klue_bert-base_15/test_F1_score_아늑
MLC,klue_bert-base_15,test_F1_score_아늑,test/F1_score,6,0.7118644118309021,MLC/klue_bert-base_15/test_F1_score_아늑
MLC,klue_bert-base_15,test_F1_score_아늑,test/F1_score,7,0.6545454263687134,MLC/klue_bert-base_15/test_F1_score_아늑
MLC,klue_bert-base_15,test_F1_score_아늑,test/F1_score,8,0.7118644118309021,MLC/klue_bert-base_15/test_F1_score_아늑
MLC,klue_bert-base_15,test_F1_score_아늑,test/F1_score,9,0.688524603843689,MLC/klue_bert-base_15/test_F1_score_아늑
MLC,klue_bert-base_15,test_F1_score_아늑,test/F1_score,10,0.688524603843689,MLC/klue_bert-base_15/test_F1_score_아늑
MLC,klue_bert-base_15,test_F1_score_아늑,test/F1_score,11,0.6666666865348816,MLC/klue_bert-base_15/test_F1_score_아늑
MLC,klue_bert-base_15,test_F1_score_아늑,test/F1_score,12,0.7076923251152039,MLC/klue_bert-base_15/test_F1_score_아늑
MLC,klue_bert-base_15,test_F1_score_아늑,test/F1_score,13,0.7272727489471436,MLC/klue_bert-base_15/test_F1_score_아늑
MLC,klue_bert-base_15,test_F1_score_위생,test/F1_score,0,0.0,MLC/klue_bert-base_15/test_F1_score_위생
MLC,klue_bert-base_15,test_F1_score_위생,test/F1_score,1,0.0,MLC/klue_bert-base_15/test_F1_score_위생
MLC,klue_bert-base_15,test_F1_score_위생,test/F1_score,2,0.0,MLC/klue_bert-base_15/test_F1_score_위생
MLC,klue_bert-base_15,test_F1_score_위생,test/F1_score,3,0.4390243887901306,MLC/klue_bert-base_15/test_F1_score_위생
MLC,klue_bert-base_15,test_F1_score_위생,test/F1_score,4,0.4390243887901306,MLC/klue_bert-base_15/test_F1_score_위생
MLC,klue_bert-base_15,test_F1_score_위생,test/F1_score,5,0.7142857313156128,MLC/klue_bert-base_15/test_F1_score_위생
MLC,klue_bert-base_15,test_F1_score_위생,test/F1_score,6,0.7118644118309021,MLC/klue_bert-base_15/test_F1_score_위생
MLC,klue_bert-base_15,test_F1_score_위생,test/F1_score,7,0.7118644118309021,MLC/klue_bert-base_15/test_F1_score_위생
MLC,klue_bert-base_15,test_F1_score_위생,test/F1_score,8,0.7213114500045776,MLC/klue_bert-base_15/test_F1_score_위생
MLC,klue_bert-base_15,test_F1_score_위생,test/F1_score,9,0.7241379022598267,MLC/klue_bert-base_15/test_F1_score_위생
MLC,klue_bert-base_15,test_F1_score_위생,test/F1_score,10,0.699999988079071,MLC/klue_bert-base_15/test_F1_score_위생
MLC,klue_bert-base_15,test_F1_score_위생,test/F1_score,11,0.7118644118309021,MLC/klue_bert-base_15/test_F1_score_위생
MLC,klue_bert-base_15,test_F1_score_위생,test/F1_score,12,0.7419354915618896,MLC/klue_bert-base_15/test_F1_score_위생
MLC,klue_bert-base_15,test_F1_score_위생,test/F1_score,13,0.7540983557701111,MLC/klue_bert-base_15/test_F1_score_위생
MLC,klue_bert-base_15,test_F1_score_응대,test/F1_score,0,0.0,MLC/klue_bert-base_15/test_F1_score_응대
MLC,klue_bert-base_15,test_F1_score_응대,test/F1_score,1,0.0,MLC/klue_bert-base_15/test_F1_score_응대
MLC,klue_bert-base_15,test_F1_score_응대,test/F1_score,2,0.0,MLC/klue_bert-base_15/test_F1_score_응대
MLC,klue_bert-base_15,test_F1_score_응대,test/F1_score,3,0.3513513505458832,MLC/klue_bert-base_15/test_F1_score_응대
MLC,klue_bert-base_15,test_F1_score_응대,test/F1_score,4,0.5,MLC/klue_bert-base_15/test_F1_score_응대
MLC,klue_bert-base_15,test_F1_score_응대,test/F1_score,5,0.692307710647583,MLC/klue_bert-base_15/test_F1_score_응대
MLC,klue_bert-base_15,test_F1_score_응대,test/F1_score,6,0.6732673048973083,MLC/klue_bert-base_15/test_F1_score_응대
MLC,klue_bert-base_15,test_F1_score_응대,test/F1_score,7,0.6700507402420044,MLC/klue_bert-base_15/test_F1_score_응대
MLC,klue_bert-base_15,test_F1_score_응대,test/F1_score,8,0.6836734414100647,MLC/klue_bert-base_15/test_F1_score_응대
MLC,klue_bert-base_15,test_F1_score_응대,test/F1_score,9,0.65625,MLC/klue_bert-base_15/test_F1_score_응대
MLC,klue_bert-base_15,test_F1_score_응대,test/F1_score,10,0.6344085931777954,MLC/klue_bert-base_15/test_F1_score_응대
MLC,klue_bert-base_15,test_F1_score_응대,test/F1_score,11,0.6734693646430969,MLC/klue_bert-base_15/test_F1_score_응대
MLC,klue_bert-base_15,test_F1_score_응대,test/F1_score,12,0.7464115023612976,MLC/klue_bert-base_15/test_F1_score_응대
MLC,klue_bert-base_15,test_F1_score_응대,test/F1_score,13,0.7422680258750916,MLC/klue_bert-base_15/test_F1_score_응대
MLC,klue_bert-base_15,test_F1_score_이색음식,test/F1_score,0,0.0,MLC/klue_bert-base_15/test_F1_score_이색음식
MLC,klue_bert-base_15,test_F1_score_이색음식,test/F1_score,1,0.0,MLC/klue_bert-base_15/test_F1_score_이색음식
MLC,klue_bert-base_15,test_F1_score_이색음식,test/F1_score,2,0.0,MLC/klue_bert-base_15/test_F1_score_이색음식
MLC,klue_bert-base_15,test_F1_score_이색음식,test/F1_score,3,0.0,MLC/klue_bert-base_15/test_F1_score_이색음식
MLC,klue_bert-base_15,test_F1_score_이색음식,test/F1_score,4,0.0,MLC/klue_bert-base_15/test_F1_score_이색음식
MLC,klue_bert-base_15,test_F1_score_이색음식,test/F1_score,5,0.2222222238779068,MLC/klue_bert-base_15/test_F1_score_이색음식
MLC,klue_bert-base_15,test_F1_score_이색음식,test/F1_score,6,0.17142857611179352,MLC/klue_bert-base_15/test_F1_score_이색음식
MLC,klue_bert-base_15,test_F1_score_이색음식,test/F1_score,7,0.52173912525177,MLC/klue_bert-base_15/test_F1_score_이색음식
MLC,klue_bert-base_15,test_F1_score_이색음식,test/F1_score,8,0.5957446694374084,MLC/klue_bert-base_15/test_F1_score_이색음식
MLC,klue_bert-base_15,test_F1_score_이색음식,test/F1_score,9,0.6530612111091614,MLC/klue_bert-base_15/test_F1_score_이색음식
MLC,klue_bert-base_15,test_F1_score_이색음식,test/F1_score,10,0.6399999856948853,MLC/klue_bert-base_15/test_F1_score_이색음식
MLC,klue_bert-base_15,test_F1_score_이색음식,test/F1_score,11,0.625,MLC/klue_bert-base_15/test_F1_score_이색음식
MLC,klue_bert-base_15,test_F1_score_이색음식,test/F1_score,12,0.6530612111091614,MLC/klue_bert-base_15/test_F1_score_이색음식
MLC,klue_bert-base_15,test_F1_score_이색음식,test/F1_score,13,0.7169811129570007,MLC/klue_bert-base_15/test_F1_score_이색음식
MLC,klue_bert-base_15,test_F1_score_이색테마,test/F1_score,0,0.0,MLC/klue_bert-base_15/test_F1_score_이색테마
MLC,klue_bert-base_15,test_F1_score_이색테마,test/F1_score,1,0.0,MLC/klue_bert-base_15/test_F1_score_이색테마
MLC,klue_bert-base_15,test_F1_score_이색테마,test/F1_score,2,0.0,MLC/klue_bert-base_15/test_F1_score_이색테마
MLC,klue_bert-base_15,test_F1_score_이색테마,test/F1_score,3,0.0,MLC/klue_bert-base_15/test_F1_score_이색테마
MLC,klue_bert-base_15,test_F1_score_이색테마,test/F1_score,4,0.13333334028720856,MLC/klue_bert-base_15/test_F1_score_이색테마
MLC,klue_bert-base_15,test_F1_score_이색테마,test/F1_score,5,0.25,MLC/klue_bert-base_15/test_F1_score_이색테마
MLC,klue_bert-base_15,test_F1_score_이색테마,test/F1_score,6,0.25,MLC/klue_bert-base_15/test_F1_score_이색테마
MLC,klue_bert-base_15,test_F1_score_이색테마,test/F1_score,7,0.4444444477558136,MLC/klue_bert-base_15/test_F1_score_이색테마
MLC,klue_bert-base_15,test_F1_score_이색테마,test/F1_score,8,0.695652186870575,MLC/klue_bert-base_15/test_F1_score_이색테마
MLC,klue_bert-base_15,test_F1_score_이색테마,test/F1_score,9,0.6086956262588501,MLC/klue_bert-base_15/test_F1_score_이색테마
MLC,klue_bert-base_15,test_F1_score_이색테마,test/F1_score,10,0.6666666865348816,MLC/klue_bert-base_15/test_F1_score_이색테마
MLC,klue_bert-base_15,test_F1_score_이색테마,test/F1_score,11,0.7200000286102295,MLC/klue_bert-base_15/test_F1_score_이색테마
MLC,klue_bert-base_15,test_F1_score_이색테마,test/F1_score,12,0.782608687877655,MLC/klue_bert-base_15/test_F1_score_이색테마
MLC,klue_bert-base_15,test_F1_score_이색테마,test/F1_score,13,0.7200000286102295,MLC/klue_bert-base_15/test_F1_score_이색테마
MLC,klue_bert-base_15,test_F1_score_클래식,test/F1_score,0,0.0,MLC/klue_bert-base_15/test_F1_score_클래식
MLC,klue_bert-base_15,test_F1_score_클래식,test/F1_score,1,0.0,MLC/klue_bert-base_15/test_F1_score_클래식
MLC,klue_bert-base_15,test_F1_score_클래식,test/F1_score,2,0.0,MLC/klue_bert-base_15/test_F1_score_클래식
